Mặc_dù béo_phì có_thể làm tăng nguy_cơ của các vấn_đề sức_khỏe , những người hoài_nghi tranh_luận , do_đó hút thuốc và cholesterol cao	Mặc_dù béo_phì có_thể làm tăng nguy_cơ của một loạt các vấn_đề sức_khỏe , những người hoài_nghi cho rằng , việc hút thuốc và cholesterol cao cũng gây ra những vấn_đề tương_tự , nhưng lại không được coi là bệnh	4.25
Năm_mươi bảy thượng_nghị_sĩ , bao_gồm 24 đảng_viên đảng Cộng_hòa , đã ký bức thư	Trong số những người ký_tên vào bức thư , 57 vị là thượng_nghị_sĩ , trong đó có 24 vị thuộc đảng Cộng_hòa	5.0
Có_vẻ như tất_cả các vấn_đề mà chúng_tôi đồng_ý hỗ_trợ thì anh ấy lại không làm thế , ông Gabriela_Lemus của LULAC nói	Dường_như tất_cả những vấn_đề chúng_ta ủng_hộ anh ta không , nói Gabriela_Lemus , Liên_đoàn là giám_đốc của chính_sách	4.2
Thẩm_phán quận Hoa_Kỳ_Edmund Sargus_phán_quyết rằng công_ty có trụ_sở tại Akron nên xác_định rằng những thay_đổi tại một trong các nhà_máy của nó sẽ làm tăng lượng phát thải ô_nhiễm nói_chung	Tập_đoàn FirstEnergy đã xác_định là một trong những nhà_máy tuy_nhiên sẽ tăng lượng khí thải ô_nhiễm tổng_thể , Địa_Hạt Hoa_kỳ thẩm_phán Edmund_Sargus cai_trị vào hôm thứ Năm	3.6
Caldera mua lại phần_mềm máy chủ_Unix của SCO ban_đầu và đổi tên thành Tập_đoàn SCO	SCO đổi tên thành Tarantella , và Caldera sau đó đổi tên thành Tập_đoàn SCO	2.6
Phát_ngôn_viên của Enron Eric_Thode từ_chối bình_luận về lệnh hòa giải	Chúng_tôi nghĩ rằng nó là một tin tuyệt_vời , phát_ngôn_viên Enron Eric_Thode cho biết	1.733
Hai quan_chức Kuwati và sáu người Palestine có hộ_chiếu Jordan nằm trong số các nghi_phạm , quan_chức này cho biết	Chúng bao_gồm hai Kuwait và sáu người Palestine với hộ_chiếu Jordan , và phần còn lại là người Iraq và Ả_Rập Xê_Út , quan_chức này cho_hay	3.0
Các trường không đạt được mục_tiêu của nhà_nước trong ba năm liên_tiếp phải cung_cấp dạy kèm ngoài việc chuyển trường	Các trường không đáp_ứng được các mục_tiêu thử_nghiệm trong hai năm liên_tiếp , buộc phải chuyển_đổi	2.75
Chỉ_số tổng_hợp của thị_trường_chứng_khoán nặng về công_nghệ Nasdaq đã tăng 1,16_điểm lên 1,50404	Chỉ_số Nasdaq_Composite , đầy_đủ các cổ_phiếu công_nghệ , thời_gian gần đây tăng khoảng 18 điểm	2.2
Hilsenrath và Klarman từng bị truy_tố về ba tội gian_lận chứng_khoán	Klarman bị buộc_tội với 16 tội_danh gian_lận	1.4
Có phải trong nguồn cung_cấp thực_phẩm David_Ropeik , giám_đốc truyền_thông rủi_ro tại Trung_tâm phân_tích rủi_ro Harvard hỏi	Đó không phải là zero , David_Ropeik , giám_đốc truyền_thông nguy_cơ tại Trung_tâm Harvard cho Phân_tích rủi_ro cho biết	1.75
Chỉ_số tổng_hợp của thị_trường_chứng_khoán nặng về công_nghệ Nasdaq đã tăng 14,17_điểm tương_đương 0,94 % lên 1517,05	Chỉ_số Nasdaq_Composite , đầy_đủ các cổ_phiếu công_nghệ , thời_gian gần đây tăng khoảng 18 điểm	2.2
Bộ_trưởng Nông_nghiệp của hơn một_trăm quốc_gia dự_kiến sẽ tham_dự Hội_nghị Bộ_trưởng và Triển_lãm ba ngày về Khoa_học_và Công_nghệ Nông_nghiệp	Bộ_trưởng Nông_nghiệp Hoa_Kỳ Ann_Veneman khởi_động Hội_nghị Bộ_trưởng và Hội_nghị Bộ_trưởng về Khoa_học_và Công_nghệ Nông_nghiệp ba ngày vào hôm thứ_Hai	3.75
Sean_Harrigan , chủ_tịch của Hệ_thống hưu_trí nhân_viên công_California , cũng đề_nghị giảm bớt hội_đồng 27 thành_viên của NYSE , thay_đổi thành_phần của hội_đồng và làm cho hội có trách_nhiệm hơn	Sean_Harrigan , chủ_tịch của California công_chúng của nhân_viên hệ_thống nghỉ hưu , cũng đề_nghị những NYSE 27 paring là thành_viên hội_đồng và allottingnhiều chỗ ngồi cho nhà_đầu_tư bên ngoài ngành công_nghiệp chứng_khoán	3.4
Chỉ năm_tháng trước , Dean cam_kết chấp_nhận tiền của người nộp thuế và thề sẽ tấn_công bất_kỳ đảng_Dân_chủ nào không làm	Chỉ cách đây 5 tháng , Dean cam_kết chấp_nhận tiền đóng thuế và giới_hạn chi_tiêu và hứa sẽ tấn_công bất_cứ ai Đảng_viên Đảng Dân_chủ	3.6
Một người khác cho biết các thành_viên của họ sẽ tiếp_tục gọi hơn 50 triệu số điện_thoại trong danh_sách của Ủy_ban Thương_mại Liên_bang	Trong khi đó , Hiệp_hội Tiếp_thị trực_tiếp biết các thành_viên của nó không nên gọi gần 51 triệu số trong danh_sách đố	2.0
Các nhân_chứng của Reuters cho biết nhiều ngôi nhà đã bị san_phẳng và các quảng_trường trong thành_phố có rất nhiều trẻ_em đang khóc và những người vô_gia_cư , nằm trong chăn để bảo_vệ họ khỏi cái lạnh	Reuters nhân_chứng cho biết quảng_trường được đóng_gói với trẻ_em và người mất nhà_cửa , túm_tụm trong chăn để bảo_vệ họ khỏi lạnh	3.25
Chỉ_số công_nghiệp trung_bình Dow Jones tăng 0,3 % ở mức 9,886,75 , trong khi chỉ_số Nasdaq_Composite cao hơn 0,4 % ở mức 1986,97	Phố_Wall , chỉ_số Dow Jones_Industrial Average tăng 0,5 phần_trăm đạt mức 9,9058 và chỉ_số Nasdaq_Composite tăng 07 phần_trăm ở mức 1,9951	1.8
Cậu bé cũng phun phòng đầy chất chống cháy từ bình chữa_cháy , khiến nó khó nhìn thấy , cảnh_sát trưởng nói	Cậu bé bị sa_thải một lần vào một bức tường và phun phòng với bình chữa_cháy , làm cho nó khó có_thể nhìn thấy , giám_đốc thông_tin	3.333
Prince đang thay_thế Sanford Sandy_Weill , người sẽ vẫn là chủ_tịch của Citigroup	Prince , người đứng đầu ngân_hàng doanh_nghiệp và đầu_tư toàn_cầu của Citigroup , được thay_thế thành Sanford_Weill như là CEO	3.0
Một người lính đã bị giết hôm thứ_Hai và một người khác bị_thương khi đoàn xe của họ bị phục_kích ở miền bắc Iraq	Ngày chủ_nhật , một người lính Mỹ đã thiệt_mạng và một người khác bị_thương khi một vũ_khí đang được canh_gác đã phát_nổ ở miền nam Iraq	2.0
Waksal , trong một lá thư gửi tòa_án đã nói Tôi đã chia_rẽ gia_đình mình	Để tìm sự khoan_dung , Waksal xin_lỗi cho tòa_án , các nhân_viên của ông và gia_đình	2.0
Ông dự_kiến Vanderpool sẽ có_mặt trong vòng năm năm tới	Sản_phẩm có tính_năng Vanderpool sẽ được phát_hành trong thời_hạn năm năm , ông cho biết	4.4
Quyết_định của Mỹ đã gây ra phản_ứng giận_dữ từ Ủy_ban châu_Âu , trong đó mô_tả động_thái này là không chính_đáng về mặt pháp_lý , không có cơ_sở kinh_tế và không có lợi về mặt chính_trị	Ủy_Ban Châu_Âu , Liên_minh châu_Âu là mạnh_mẽ hành_chính cơ_thể , mô_tả động_thái này là một_cách hợp_pháp không bảm_đảm , về kinh_tế và chính_trị cương_quyết ko lực_lượng nhân_sự nào	3.75
Schofield khiến Toepfer phải thừa_nhận khi kiểm_tra chéo rằng cô đã bỏ_qua nhiều đề_xuất và dự_án của ODonnell	Nhưng dưới xuyên kiểm_tra bởi tôi là luật_sư ODonnell , Lorna chờ sẵn rồi , cô ấy đã bị bỏ_qua Toepfer thừa_nhận nhiều ODonnell là gợi_ý này cùng các dự_án	4.5
Tướng Jeffrey cho biết ông sẽ quyên_góp lương_hưu quân_sự của mình cho tổ_chức từ_thiện trong thời_gian ông còn đương_chức tại Yarralumla	MajGen Jeffery cho biết ông sẽ đưa mức lương quân_sự từ_thiện trong khi ông ấy phục_vụ tại Yarralumla	4.727
Giao_dịch sẽ cấp cho các cổ_đông của Handspring_0,09 cổ_phần của Palm và không có cổ_phiếu nào của PalmSource cho mỗi cổ_phiếu của cổ_phiếu phổ_thông Handspring	Theo các điều_khoản đề_nghị của giao_dịch , và theo tấm spinoff của PalmSource , Palm sẽ trao_đổi 0,09 cổ_phiếu cho mỗi cổ_phần của Handspring	3.75
Đồng_tiền đã giảm nhẹ trong ngày thứ_Hai để giao_dịch ở mức 55,34 39 , không xa mức thấp kỷ_lục 55,75	Đồng_tiền yếu đi một thời_gian ngắn vào sáng thứ_Hai khiến cho bóng đến giao_dịch tại 55,25 29 , ít thay_đổi so với hôm thứ_Sáu	2.25
Người đàn_ông bị buộc_tội sử_dụng lựu_đạn giả để chỉ_huy một chiếc máy_bay Cuba hạ_cánh tại Key_West vào tháng Tư đã bị kết_án vào thứ_Sáu 20 năm tù	Một kiến_trúc_sư người Cuba đã bị kết_án 20 năm tù thứ_sáu do sử_dụng hai lựu_đạn giả để chiếm_quyền điều_khiển một chiếc máy_bay chở khách từ Cuba tới Florida vào tháng Tư	4.4
Thi_thể của cô được tìm thấy vài tuần sau đó ở Green River	8151982 Tàn_dư của Chapman , Hinds và Mill được tìm thấy ở Green River	2.6
Cổ_phiếu của Guidant đã giảm mạnh trong giao_dịch cả trong và ngoài thị_trường_chứng_khoán New_York trước khi tin_tức bị tạm dừng sau khi giữa trưa	Cổ_phiếu của Guidant đã giảm 5,3 phần_trăm tại $_40,92 trong phiên giao_dịch buổi chiều tại thị_trường_chứng_khoán New_York	2.647
Các công_nhân cáo_buộc Động_lực học chung về phân_biệt tuổi_tác_ngược vì sự thay_đổi trong trợ_cấp hưu_trí năm 1997	General Dynamics đã bị kiện khi nó thay_đổi phúc_lợi hưu_trí của nó vào năm 1997	2.6
Kết_quả là 24 người chơi đã phá vỡ_mệnh trong vòng đầu_tiên	Hai_mươi bốn người chơi phá vỡ_mệnh ở vòng đầu_tiên , con_số cao thứ ba trong lịch_sử của US Open	3.0
Các nhà_đầu_tư của Google bao_gồm các công_ty VC nổi_tiếng Kleiner_Perkins Caufield_Byers và Sequoia_Capital , tờ báo lưu_ý	Giai_đoạn sớm của Google bao_gồm California ủng_hộ dựa vào Đại_học Stanford và các công_ty VC Kleiner_Perkins và vốn và cố ấy thích cây gậy của Sequoia	2.8
Đèn an_ninh cũng đã được lắp_đặt và cảnh_sát đã càn_quét các căn_cứ để đặt bẫy	đèn an_ninh cũng đã được cài_đặt trên một kho thóc gần cửa trước	3.0
Năm 2006 , tập_đoàn này cho biết thị_trường sẽ hồi_phục 29,6 % lên 21,3 tỷ_đô la_doanh_thu	Vào năm 2006 , Châu_Á Thái_Bình_Dương báo_cáo tăng_trưởng của 79 phần_trăm đến 818 tỷ_đô la	2.0
Dự_luật nói rằng một người phụ_nữ trải qua phá_thai như_vậy không_thể bị truy_tố	Một người phụ_nữ trải qua phẫu_thuật chẳng_hạn phá_thai có_thể không bị truy_tố theo dự_luật	5.0
Chúng_tôi đang mở_rộng tất_cả các nguồn_lực có sẵn cho cuộc điều_tra , Trợ_lý luật_sư Hoa_Kỳ , ông Todd_Greenberg , một công_tố_viên chống khủng_bố ở Seattle cho biết	Chúng_tôi nhận_thức được tình_hình , Trợ_lý chưởng_lý Mỹ Todd_Greenberg , một công_tố_viên chống khủng_bố ở Seattle nói	2.667
Nó có_thể lưu_trữ hơn một gigabyte thông_tin tương_đương với khoảng 12 giờ nhạc trong một centimet khối	Và nó có_thể lưu_trữ hơn 1 gigabyte thông_tin tương_đương 1000 ảnh chất_lượng cao hay quanh 12 tiếng nhạc chỉ trong 1 mét_khối 1 cm	3.846
Singapore báo_cáo không có trường_hợp nghi_ngờ SARS nào vào thứ_Tư , nhưng các quan_chức đã cách_ly 70 người đã tiếp_xúc với bệnh_nhân Đài_Loan	Tuy_nhiên , Singapore cách_ly 70 người đã tiếp_xúc gần_gũi với các nhà_khoa_học	3.0
Sendmail cho biết hệ_thống thậm_chí có_thể được thiết_lập để cho_phép quyền sử_dụng chỉ dành cho doanh_nghiệp	Sản_phẩm này có_thể được hướng_dẫn để cho_phép sử_dụng kinh_doanh , theo Sendmail	5.0
Sẽ rất khó để đánh_giá quá cao những nguy_cơ tiềm_ẩn của lỗ_hổng RPC_Gọi Thủ_Tục Từ Xa	Các lỗ_hổng liên_quan đến giao_thức Remote_Procedure Call_RPC , trong đó đề với thông_tin liên_lạc giữa các máy_tính	2.5
Ủy_ban Thương_mại sẽ là một trở_ngại đáng_kể cho một thỏa_thuận như_vậy	Ủy_ban Thương_mại New_Zealand đã cho Westpac không có dấu_hiệu cho_dù nó có_thể đã được phê_duyệt thỏa_thuận của mình	1.8
Trên toàn_quốc , Trung_tâm kiểm_soát và phòng_ngừa dịch_bệnh liên_bang đã ghi_nhận 4156 trường_hợp mắc bệnh West_Nile , trong đó có 284 trường_hợp tử_vong	Có 293 trường_hợp con_người của West_Nile ở Indiana vào năm 2002 , trong đó có 11 trường_hợp tử_vong trên toàn tiểu_bang	1.667
Chỉ_số tổng_hợp Nasdaq công_nghệ IXIC_giảm 23,54 điểm , tương_đương 1,42 % , xuống 1630,08	Rộng hơn Standard Poor 500 Index SPX bỏ 11,91 điểm , tương_đương 1,19 % tại 986,60	0.75
Stout trước_đây làm_việc cho công_ty con của General_Electric GE_Capital Service_Inc , nơi ông là phó chủ_tịch và giám_đốc công_nghệ và thông_tin	Stout nói đến Sprint từ GE_Capital , nơi ông từng là Giám_đốc công_nghệ và nhân_viên thông_tin	3.2
Bây_giờ , với ba tàu con_thoi cuối_cùng của cơ_quan đã xảy ra sau thảm họa_Columbia , sự chờ_đợi đó có_thể còn lâu hơn_nữa	Với ba tàu con_thoi còn lại căn_cứ vào sự trỗi dậy của các tai_nạn Columbia , những tân_binh sẽ phải đợi lâu hơn	4.4
Nó có biên_sai_số cộng hoặc trừ 4 điểm phần_trăm	cuộc thăm_dò đã có 712 cử_tri có khả_năng và các mẫu cộng hoặc trừ 3,7_điểm phần_trăm	2.5
VeriSign đã giới_thiệu dịch_vụ Tìm_kiếm Trang_web của mình vào ngày 15 tháng 9	Trận chiến_quanh VeriSigns trong vòng 3 tuần tuổi trình tìm_kiếm nơi Mạng_tính khí_cục cằn trên dịch_vụ	1.75
Chúng_tôi dự_định sẽ kháng_cáo mạnh_mẽ và cuối_cùng vẫn mong_muốn được minh_oan	Chúng_tôi nghĩ rằng đây là luật xấu , và chúng_tôi vẫn mong_muốn được minh_oan	3.067
Cô ấy yêu_cầu được miễn_trừ phiên họp Nội_các tuần trước để chuẩn_bị cho một cuộc họp với các tổng_thống của Rwanda và Uganda	Cô đã bước cao bất_thường bỏ_qua tủ để tham_dự một cuộc họp với Chủ_tịch Rwanda và Uganda	3.455
Cổ_phiếu của Corixa đã tăng 71 xu , tương_đương 10 % , lên 7,91 đô_la trên Nasdaq	Vào cuối buổi sánggiao dịch trên thị_trường_chứng_khoán Nasdaq , Corixa 74 xu , đã tăng 10 % , hoặc ở 794 đôla Mỹ	3.25
Cô sống_sót qua khỏi anh như bốn đứa con của họ hai con trai Anthony và Kelly , hai cô con gái Linda_Hope và Nora_Somalia và bốn đứa cháu	Hy_vọng được sống_sót bởi vợ_con trai Anthony và Kelly con gái Linda và Nora_Somers và bốn người cháu	3.8
Người Đức chiếm hơn 40 phần_trăm du_khách nước_ngoài đến Ý	Đức chiếm hơn một phần_tư của tất_cả các du_khách nước_ngoài đến Ý và 40 phần_trăm đặt phòng khách_sạn	3.4
Trong khi đợi một quả bom_tiếu đôi để đến , quả bom phát_nổ , giết chết Wells	Các quả bom phát_nổ trong khi cơ_quan_chức_năng đang chờ_đợi một đội bom đến	3.25
Trẻ_em , người_lớn , người bán_sách và nhân_viên bưu_điện đều đang chuẩn_bị cho Harry_Potter và Hội Phượng_hoàng	Thùng chứa đầy hardback bản_sao của Harry_Potter và thứ_tự của Phoenix	2.2
Ông Heatley , người bị gãy xương_hàm và rách dây chằng đầu_gối , phải đối_mặt với nhiều cáo_buộc	Heatley trải qua phẫu_thuật thứ_bảy cho một hàm bị gãy và một MRI tìm thấy hai dây chằng_rách ở đầu_gối phải	2.25
Standard Poor 500 correlation SPX chỉ_số của Irắc dần đạt con lên 3 điểm , hoặc 0 32 phần_trăm , với 970	Chỉ_số Nasdaq Composite_Index công_nghệ tẩm ph idmtc1 equivtextbase64Jmx0Oy5JWElDJmd0Ow tăng 6 điểm , tương_đương 0,41 % đến 1498	0.75
Theo Hiến_pháp Hoa_Kỳ , phòng Quốc_hội khác , Hạ_viện , không bỏ_phiếu cho các liên_minh nước_ngoài	Mỹ Hạ_viện , 1 phần của Quốc_hội , không bỏ_phiếu về hiệp_ước	3.2
Năm_ngoái , ông đã thực_hiện một nỗ_lực không thành_công cho việc đề_cử Dân_chủ cho thống_đốc	Ông ta chạy năm_ngoái đề_cử cho thống_đốc Texas , mất đến 1 triệu_phú sơ_bộ Tony Sanchez	3.25
Trái_phiếu 30 năm US30YT_RR đã tăng 22,32 với lợi_suất 4,31 % , so với 4,35 % vào cuối ngày thứ Tư	30 năm trái_phiếu US30YT_RR giảm 1432 năng_suất , 4,26 % đến 4,23 %	3.8
Cuộc khảo_sát tương_tự một tháng trước đã khiến Katz dẫn_đầu từ 42 % đến 34 % , với 21 % chưa quyết_định	Một tháng trước trong cuộc thăm_dò tương_tự , Katz đã chiếm 4640 phần_trăm	2.0
Nhưng những người hoài_nghi lo_ngại về việc các nhà_cung_cấp có_thể sử_dụng các tính_năng bảo_mật dựa trên phần_cứng này để dễ_dàng thiết_lập các chính_sách quản_lý quyền kỹ_thuật số	Nhưng những người hoài_nghi đang lo_ngại về sự dễ_dàng mà tại đó những tính_năng bảo_mật dựa trên phần_cứng có_thể được sử_dụng để thiết_lập các chính_sách quản_lý bản_quyền kỹ_thuật_số của các nhà_cung_cấp	5.0
Những người bị_thương đã được đưa tới bệnh_viện ở Thành_phố Jefferson và Columbia , một thị_trấn đại_học khoảng 30 dặm về phía bắc	Những người bị_thương đã được đưa tới bệnh_viện ở Thành_phố Jefferson và Columbia , khoảng 48 km về phía bắc điều_kiện của họ không có sẵn ngay_lập_tức	4.0
Vụ nổ giả , sự_kiện đầu_tiên trong cuộc tập_trận , xảy ra trong một chiếc ô_tô ở khu công_nghiệp phía nam Seattle	Vụ nổ giả của một quả bom bẩn phóng_xạ , sự_kiện đầu_tiên trong cuộc khoan hàng tuần , xảy ra trên vài mẫu đất ở khu_vực công_nghiệp phía nam Seattle	3.25
Nhà sản_xuất của nó , MedImmune_Inc , có trụ_sở tại Gaithersburg , đã thực_hiện 4 triệu đến 5 triệu liều trong năm nay	MedImmune Vắc_xin , nhà_sản_xuất của FluMist , thực_hiện giữa 4 triệu và 5 triệu liều trong năm nay	3.5
Dynes đến UC , San_Diego vào năm 1991 sau 22 năm nghiên_cứu vật_lý với phòng_thí_nghiệm AT_T Bell	Dynes đã được tại UC_San_Diego kể từ năm 1991 sau khi trải qua 22 năm với AT_T Bell_Labs , nơi ông làm_việc trên vật_liệu siêu_dẫn và vật_liệu khác	3.6
Khách_hàng bao_gồm Mitsubishi , Siemens , DBTel , Dell , HP , Palm , Philips , Sharp và Sony	khách_hàng MediaQ của các nhà_sản_xuất thiết_bị cầm_tay lớn bao_gồm Mitsubishi , Siemens , Palm , Sharp , Philips , Dell và Sony	3.2
Các dự_luật tương_tự đã được Hạ_Viện thông_qua hai lần nhưng bị phản_đối tại Thượng_viện	Hai năm trước , Hạ_viện đã thông_qua một phiên_bản tương_tự trong Thượng_viện	2.75
Trong phiên giao_dịch buổi sáng , chỉ_số trung_bình công_nghiệp của Dow_Jones đã tăng 40,12 tương_đương 0,5 % , ở mức 8,571,69 , đã giảm 51 điểm vào thứ_Hai	Ở New_York , chỉ_số bình_quân công_nghiệp Dow_Jones một_cách đánh_giá của 30 cổ_phiếu blue chip là lên 329 điểm hay 0 04 % đạt mức 8,58597	1.75
Chính_quyền cảnh_sát địa_phương đang coi vụ nổ như_là một vấn_đề hình_sự và không có gì bị loại_trừ	Cảnh_sát trưởng New_Haven Francisco_Ortiz nói rằng cảnh_sát coi vụ nổ như một tội_phạm quan_trọng	3.4
Chủ_tịch của trung_tâm , ông Joseph_Torsella , dù bị đánh vào đầu nhưng có_thể đi bộ đến xe cứu_thương	Tổng_thống Hiến_pháp Trung_tâm Quốc_gia Joseph_Torsella bị trúng vào đầu và đầu_gối	3.333
Máy cắt hộp đã được sử_dụng làm vũ_khí vào ngày 11 tháng 9 năm 2001 , những kẻ không tặc và từ đó đã bị cấm làm vật_phẩm mang theo	máy cắt hộp là những vũ_khí được sử_dụng bởi 19 tên không tặc trong ngày 11 tháng 9 2001 , các cuộc tấn_công đã xảy ra	3.4
Gyorgy Heizler , người đứng đầu đơn_vị thảm_họa địa_phương , cho biết chiếc xe đang chở 38 hành_khách	Người đứng đầu đơn_vị thảm_họa địa_phương , Gyorgy_Heizler , cho biết tài_xế đã không chú_ý đến đèn giao_thông màu đỏ	3.0
Công_ty không nêu chi_tiết về chi_phí thay_thế và sửa_chữa	Nhưng các quan_chức công_ty mong_đợi các chi_phí của việc thay_thế để chạy vào hàng triệu đô_la	2.0
Cổ_phiếu Vivendi đóng_cửa tăng 3,8 % tại Paris với giá 15,78 euro	Vivendi cổ_phần được 0,3 % lên 1562 tại euro ở Paris tại 0841 GMT	2.6
Thẩm_phán Leroy Millette_Jr có_thể giảm hình_phạt cho tù chung_thân mà không được tạm tha khi Muhammad chính_thức bị kết_án vào ngày 12 tháng 2 , nhưng các thẩm_phán Virginia_hiếm khi có hành_động như_vậy	Mặc_dù các thẩm_phán có_thể làm giảm hình_phạt tù chung_thân mà không cần tạm tha , chuyên_gia cho rằng Virginia thẩm_phán hiếm khi tận_dụng cơ_hội đó	3.25
Các nhóm người tiêu_dùng chống lại những thay_đổi , nói rằng họ làm tổn_thương cá_nhân trong thị_trường	nhóm người tiêu_dùng phản_đối những thay_đổi , nói rằng họ tập_trung quá nhiều cửa_hàng tại quá ít các đế_chế truyền_thông	3.6
Bremer , 61 tuổi , là trợ_lý từng có thời của cựu Bộ_trưởng Ngoại_giao William_P Rogers và Henry_Kissinger và là đại_sứ cho việc chống khủng_bố từ năm 1986 đến 1989	Bremer , 61 tuổi , là một cựu trợ_lý cho cựu Bộ_trưởng Ngoại_giao William_P Rogers và Henry Kissinger	3.0
Cả hai thiết_bị đều triển_khai cơ_sở eSCO của tiêu_chuẩn v12 để cung_cấp cơ_sở cho các ứng_dụng điện_thoại không dây mới	BlueCore3 cũng thực_hiện cơ_sở ESCO_v12 để cung_cấp nền_tảng cho các ứng_dụng điện_thoại không dây tiên_tiến để truyền Bluetooth	3.25
Công_ty đã báo lãi 54,3 triệu đô_la , tương_đương 22 xu mỗi cổ_phiếu , trong giai_đoạn năm trước	Đó là từ cuối năm trước , khi quý công_ty kiếm được $ 543 triệu , hoặc 22 xu chia_sẻ	4.176
Theo nghiên_cứu thị_trường từ Tập_đoàn NPD , số người tải_nhạc giảm từ 14,5 triệu trong tháng 4 xuống còn 10,4 triệu trong tháng 6	Số hộ mua nhạc theo NPD đã giảm từ mức cao 14,5 triệu trong tháng Tư đến 12,7 triệu vào tháng Năm và 10,4 triệu trong tháng Sáu ,	3.5
Heatley đứng thứ_sáu trong giải đấu về số bàn thắng mùa trước với 41 và chín điểm với 89 điểm	Heatley dẫn Atlanta trong ghi cuối mùa giải trước với một nhóm , kỷ_lục 41 bàn thắng và 48 sự hỗ_trợ	3.0
Sinh_nhật của cô , 21 tháng 4 , được tuyên_bố là một ngày lễ và cô đã tham_dự một buổi tiếp_tân và một buổi khiêu_vũ	Khi bà ngoại của mình , lúc bấy_giờ là Elizabeth , quay 21 năm 1947 , một ngày được công_bố là ngày nghỉ lễ , và cô tham_dự một buổi tiếp_tân và một quả bóng	3.2
Anh ta làm bị_thương một nhân_viên bảo_vệ rồi bỏ chạy , đâm hai người qua đường khi anh ta chạy dọc theo lối đi dạo	Sau đó ông bị đâm hai người qua_lại khi ông chạy trốn cùng một đường đi dạo bên bờ biển vùng Địa_Trung_Hải	3.2
Nghiên_cứu cũng cho thấy các nhà quảng_cáo hàng_tiêu_dùng tiếp_tục chi nhiều đô_la trực_tuyến nhất , chiếm 35 % tổng_số quảng_cáo trên Web	Trong quý II , các nhà quảng_cáo tiêu_dùng vẫn tiếp_tục chi_tiêu hầu_hết vào quảng_cáo trực_tuyến , tăng thị_phần của họ từng chút	3.0
Anh ra_mắt lần đầu trong trận Super_Bowl năm 1983 , trận Miami_thua 2717 trước Washington	Ông ấy chơi 4 mùa ở Miami , bao_gồm cả cá_heo 2717 mất_mát của Washington vào Super Bowl	3.0
